text,label,channel,source
عزیزي كوستومر كنت قد حصلت علي جايزة 200 ميتي الف من ھایبر بنده ماركت جدا تھنية كبیرة جدا ھذا ھو السحب محظوظ الترویجیة رمضان كریم سعیدة حتي تتمكن من الاتصال بنا علي ھذا العدد من <phone>,phishing,sms,Arabic_Spam.csv
مرحبا، يرجي التحقق من البريد الالكتروني لموسستك لتجنب منعك من ارسال واستقبال رسايل البريد الالكتروني الجديدة انقر هنا للتحقق,phishing,email,phishing-bilingual.csv
لقد تم تخصيص مبلغ 5،000،000 00 دولار امريكي خمسة ملايين دولار امريكي في مراسلات مع صناديق الاغاثة من جايحة covid19 ارجع للتحقق من الاعمال الورقية والدفع اتصل بي علي وجه السرعة للمطالبات <email> يعتبر سيد جان س جوستافسون مدير التطوير الاستراتيجي secy gen cnsl ، موسسة bill melinda gates,phishing,email,phishing-bilingual.csv
عزيزي عميل ايكيا نود ان نحيطكم علما بانه ستتم زيارتكم من قبل فريق فلو غدا الاحد 43625شكرا لكdear ikea customer we would like to inform you that the flow team will visit you tomorrow 9 jun 2019thank you,legit,sms,Arabic_Spam.csv
هذه هي قواعد حكومة المملكة العربية السعودية وقد تم اغلاق بطاقة الصراف الالي الخاصة بك اتصل بنا هذا الرقم <phone>,phishing,sms,Arabic_Spam.csv
مولات ایكیا تقدم قسیمة شرايیة مجانا بمناسبة عید الاضحي المبارك ومرور 75 سنة << علي تاسیسھا سارع واحصل علي قسیمتك قبل نفاذ الكمیة من ھنا <url>,phishing,sms,Arabic_Spam.csv
بمناسبة احتفال دولة الامارات الشقيقة بعيدها الوطني ويوم الاتحاد ال51، نود ان ننتهز هذه الفرصة لنتقدم باطيب الامنيات لجميع الاماراتيين قيادة وشعبا فانتم خير مثال يحتذي به وكما يسعدنا تقديم قسيمة تخفيض خاصة بقيمة 200 دولار لقراينا الاعزاء عند التسجيل في دورة اللغة الانجليزية القادمة والتي يقدمها اكثر المدرسين دو خبرة وكفاءة للحصول علي القسيمة الخاصة بك بدون شروط ، يرجي اعادة رد reply هذه الرسالة مع المعلومات التالية 1 رقم القسيمة الخاصة بك <phone> سبب تعلمك للغة الانجليزية؟ بهدف العمل الدراسة السفر اخر 3 ما هو الرقم المناسب للاتصال بك؟ ملاحظة القسيمة متاحة حتي 24 ساعة من ارسال هذا البريد، لذا يرجي الحرص علي الرد خلال هذا الوقت لا تنسي الرد علي الاسيلة واعادتها البريد الي بالنقر علي reply مع تحيات، ماجدة خوري highway to english,phishing,email,phishing-bilingual.csv
عزيز العميل تم حظر بطاقة الصراف اللالي الخاصة بك لانك لا تملك التحديث بعد اتصل بهذا الرقم علي الفور للتحديث <phone> <phone>,phishing,sms,Arabic_Spam.csv
اذا كنت بحاجة الي اي مساعدة او معلومات اضافية ، فيرجي زيارة صفحات الدعم support springernature com او لا تتردد في الاتصال بنا هاتف <phone> البريد الالكتروني <email> ساعات العمل لدينا هي 24 ساعة 7 ايام لدعم اللغة الانجليزية يتوفر دعم اللغة الالمانية من الاثنين الي الجمعة من الساعة 09 00 الي الساعة 17 00 بتوقيت وسط اوروبا يرجي دايما تضمين رقم الطلب او رقم الفاتورة في جميع المراسلات شكرا لك علي طلبك واختيار springer nature كناشرك المفضل للمعلومات العلمية والتقنية والطبية باخلاص,legit,email,legit-bilingual.csv
وافق barclay bank plc london علي الدفع الخاص بك ، يرجي الاطلاع علي الرسالة المرجعية المرفقة لمزيد من التفاصيل مع اطيب التحيات جيس ستالي الرييس التنفيذي للمجموعة,phishing,email,phishing-bilingual.csv
مستحيل يتمتع جوردان كابلان مدير المالية الوطنية اللجنة الوطنية الديمقراطية 202 <phone> س 312 <phone> ج user domain <mailto user domain>,legit,email,legit-bilingual.csv
تردها لي,legit,sms,Arabic_Spam.csv
حسنا، شكرا ننظم عملية توزيع علي الجميع في ميلانو في اقرب وقت ممكن,legit,email,legit-bilingual.csv
اتوقع اذا نفس الشعبة يسجلون باللي قفلت عادي لان الباقي اغلبه تعارض,legit,sms,Arabic_Spam.csv
عزیز العمیل تم حظر بطاقة الصراف الالي الخاصة بك لانك لا تملك التحدیث بعد اتصل بھذا الرقم علي الفور <phone>,phishing,sms,Arabic_Spam.csv
سمعت القرقشة كنت,legit,sms,Arabic_Spam.csv
لدي natia في اغسطس ارغب حقا في الحصول علي قمصان رخيصة الثمن مصنوعة هنا من اجل natia لكن المزيد من الدبابيس والاسهم مرحب بها دايما لا يزال لدي كتيبات < تعريفات الخط font face font family wingdings؛ بانوز 1 <phone> ؛ font face font family cambria math ؛ بانوز 1 <phone> ؛ font face font family calibri؛ بانوز 1 <phone> ؛ تعريفات النمط p msonormal ، li msonormal ، div msonormal الهامش 0 سم ؛ الهامش السفلي 0001pt؛ حجم الخط 11 0 نقطة ؛ عايلة الخطوط calibri ، sans serif ؛ ا رابط ، وسبان mso style priority 99 ؛ لون ازرق؛ زخرفة النص تسطير ؛ ا زار ، وسبان mso style priority 99 ؛ اللون البنفسجي؛ زخرفة النص تسطير ؛ تمتد stilemessaggiodipostaelettronica17 mso style type personal compose؛ عايلة الخطوط calibri ، sans serif ؛ اللون نص النافذة ؛ msochpdefault mso style type export only؛ صفحة wordsection1 الحجم 612 0pt 792 0 نقطة ؛ الهامش 70 85pt 2 0cm 2 0cm 2 0cm؛ div كلمة القسم 1 صفحة wordsection1؛,legit,email,legit-bilingual.csv
مبروك لقد فزت معانا بملیون لاستلام الجايزة نرجو التواصل علي,phishing,sms,Arabic_Spam.csv
مرحبا تم حظر رسالتين جديدتين واردتين حدث خطا غير محدد استمر هنا لحل وتجنب حظر رسايلك ملاحظة اذا لم يتم اتخاذ اي اجراء في اقل من ساعة ، فسيتم حذف رسايلك الجديدة نهاييا من قاعدة البيانات الخاصة بنا شكرا لك،,phishing,email,phishing-bilingual.csv
قام alessandro scarafile بتحديث حدث في 00 تقويم موقت 25 فبراير 2015 طوال اليوم زيارة semar الي ros انت تتلقي هذا الاشعار لانك تشاهد ما يلي 00 tentative مرسلة من atlassian confluence 5 6 3 ، ويكي الموسسة,legit,email,legit-bilingual.csv
سنين وسنين من العز، اكسب 10 رصيد علي فواتير التشطيب تبدا من 3000 ريال,phishing,sms,Arabic_Spam.csv
احتياط,legit,sms,Arabic_Spam.csv
لبست بدله ورحت,legit,sms,Arabic_Spam.csv
اعتذاري في الرد علي بريدك الالكتروني الممتاز تعتبر اجهزة الكمبيوتر رايعة عندما انهم يعملون 2c ولعنة عندما لا يكونون كذلك ساتصل بك علي الرقم الذي قدمته في نهاية هذا الاسبوع ساستمتع بالتحدث معك انها 4 لقد حصلت اخيرا علي خدمتي تعمل بشكل صحيح ، لذا يجب ان اذهب من خلال هتاف العشرات من الرسايل التي لم يتم الرد عليها ساتحدث معك قريبا ايها الرفيق انت تعيش حياة خارج جهاز الكمبيوتر الخاص بك حتي الان يتجاوز windows جهاز الكمبيوتر الخاص بك انظر كيف 20 انت تعيش حياة خارج جهاز الكمبيوتر الخاص بك حتي الان يتجاوز windows جهاز الكمبيوتر الخاص بك انظر كيف 20 عندما تكون حياتك في الطريق 97 خذ حياتك معك جرب windows mobile ae اليوم 20 انت تعيش حياة خارج جهاز الكمبيوتر الخاص بك حتي الان يتجاوز windows جهاز الكمبيوتر الخاص بك انظر كيف 20 عندما تكون حياتك في الطريق 97 خذ حياتك معك جرب windows mobile ae اليوم,legit,email,legit-bilingual.csv
عزیزالعمیل تم حظر بطاقة الصراف الالي الخاصة بك لانك لا تملك التحدیث بعد اتصل بھذا الرقم علي الفور للتحدیث <phone>,phishing,sms,Arabic_Spam.csv
هام غدا المملكة تطلق التوظيف الالكتروني في عده وزارات وجهات حكومية لكافة الخريجين و الخريجات والشباب السعودي تنفيذا لروية 2030 <url> اخي المواطن اختي المواطنة قال تعالي وتعاونوا علي البر والتقوي نرجو تكرما التعاون مع الباحثين والعاطلين بنشرك اعلان التوظيف للقروبات والحسابات لتعم الفايدة,phishing,sms,Arabic_Spam.csv
عزيزي السيد هاسلمان ، شكرا لمسودة موقف ecf اعتقد ان النهج الاول الجيد للغاية هو تحديد احتياجات سياسة المناخ القايمة علي العلم في المستقبل انا احب علي وجه الخصوص شبه الهدف المتمثل في هدف طويل الاجل لانبعاثات صفرية يدعمه المجتمع العلمي ومع ذلك ، هناك بعض التعديلات التي اود اقتراحها ا لا اوافق علي الاطلاق علي ان التركيز علي المدي القصير الذي تمليه افق كيوتو العشر سنوات كان يميل الي التعتيم علي القضايا طويلة الاجل علي العكس من ذلك ، اذا كنا سنتفق علي اهداف اطول اجلا واعمق ما نريده جميعا افترضه يجب ان تكون هناك نقطة انطلاق في مكان ما في السنوات القادمة اوافق علي ان اهداف cp 1 معتدلة وسيتم تخفيفها بكل انواع الثغرات ولكن بالنظر الي الطبيعة الاقتصادية والسياسية لهذه المعاهدة ، لا يمكن للمجتمع الدولي الوصول الي المزيد انا افضل اتفاقية غير كاملة لتوحيد العالم تقريبا كبداية لاتفاق مثالي لن يتم الاتفاق عليه ابدا وربما الاهم من ذلك ، ان اتفاقية بون الاخيرة ستعطي اشارة الي الملوثين الرييسيين بان الغلاف الجوي لم يعد مجاريا مجانيا بعد الان في احسن الاحوال ، ربحوا بعض الوقت لكن الرسالة النهايية هي ان القطار نحو اهداف اعمق قد بدا قد يوثر هذا علي الاستثمار الصناعي المستقبلي واتخاذ القرارات التشريعية بشكل اعمق بكثير من اهداف cp1 نفسه لانه يوفر بعض اليقين الاساسي بعد قولي هذا ، ستستانف جولة المناقشة ال,legit,email,legit-bilingual.csv
لمنع قسم تكنولوجيا المعلومات من اغلاق رسايل البريد الخاصة بك دون رسوم من اجل تحسين حد التخزين الخاص بك وكذلك تلقي رسايل البريد الجديدة الخاصة بك قم بالتاكيد هنا شكرا لتعاونك منظمة المنظمة قسم تكنولوجيا المعلومات,phishing,email,phishing-bilingual.csv
سيدي العزيز سيدتي، شحنتك مجدولة للتسليم غدا سوف تحتاج الي رقم تتبع للتحقق من حالة التسليم يرجي استكمال عملية التتبع هنا سالودوس كوردياليس ، dhl,phishing,email,phishing-bilingual.csv
البس مظله,legit,sms,Arabic_Spam.csv
تخفيضات ردتاغ الكبري بدات خصم من ٢٠٪ ٥٠٪ سارع اليوم bit ly 31vhhmz,phishing,sms,Arabic_Spam.csv
صاحب الهوية 8631 صدر عليكم امر بالتنفيذ بموجب رقم الطلب <phone> لسداد مبلغ 30146 00 ريال لطالب التنفيذ خلال خمسة ايام فستطبق الاجراءات المنصوص عليها في نظام التنفيذ ولانهاء الطلب بالسداد اليا يمكنكم سداد قيمة الطلب عن طريق نظام السداد رقم المفوتر 169 يمكنك الاطلاع علي بيانات الطلب من خلال الرابط,phishing,email,phishing-bilingual.csv
انا مضبطها بس تاكيد يعني,legit,sms,Arabic_Spam.csv
خصم يوم التاسيس من ميداس 22 والضريبة علينا وتوصيل مجاني bit ly ks 1,phishing,sms,Arabic_Spam.csv
هذا البريد الالكتروني لاعلامك بان الفاتورة الالكترونية لموسستك متاحة للعرض علي الانترنت انقر ادناه لعرض التفاصيل <رابط>>,phishing,email,phishing-bilingual.csv
عزيزي كيث ، لقد عدت للتو من يامال قمنا بجمع الاخشاب الاحفورية في يوريبي تم العثور علي حوض النهر 50 150 كم شمال الخط الخشبي الاخير حوالي ماية بقايا من الاشجار قبل المغادرة الي يامال ، في 17 يوليو ، ارسلت لك مسودة المخطط من الورق للهولوسين طلبت من فاليري مازيبا ان يرسلها مرة اخري اذا اي مشاكل في الاتصال الان فاليري في polar ural وانا لا افعل تعرف هل تلقيت هذا المخطط هل يمكن ان تخبرني عن هذا شكرا لك مع اطيب التحيات، رشيت م هانتيميروف مختبر من dendrochronology معهد علم البيية النباتية والحيوانية 8 شارع مارتا 202 ايكاترينبرج ، 620144 ، روسيا البريد الالكتروني user domain فاكس 7 3432 <phone> ؛ الهاتف 7 3432 <phone>,legit,email,legit-bilingual.csv
لديك رسايل بريد الكتروني معلقة تركت علي الخادم لم تتم مزامنة رسايل البريد الالكتروني هذه بشكل صحيح مع صندوق البريد الخاص بك لاسترداد رسايل البريد الالكتروني المعلقة الخاصة بك ، انقر ادناه تنزيل رسايل البريد الالكتروني المعلقة ومع ذلك ، اذا لم تسترد رسايل البريد الالكتروني المعلقة الان ، فقد تضيع الي الابد وستفقد جميع بيانات بريدك الالكتروني بشكل دايم,phishing,email,phishing-bilingual.csv
9 43 pm 3 4 2023 امي الحبيبة اتصال جديد usdtdollars top حساب jek221 ، كلمة المرور jk2212 ، الرصيد الحالي 2،504 769،219usdt ، من فضلك لا تشارك مع اي شخص 9 44 pm 3 4 2023 امي الحبيبة,phishing,sms,Arabic_Spam.csv
نظرا لانه تم حذف حساب مايكروسوف اوفيس غير نشط ، يرجي التاكد من ان بريدك الالكتروني لا يزال نشطا من خلال النقر علي رابط التحقق ادناه تحقق من صحة حساب البريد الالكتروني باخلاص،,phishing,email,phishing-bilingual.csv
عزيزي العميل بطاقه صراف وقف لازم اسوي تحديث اتصل رقم <phone>,phishing,sms,Arabic_Spam.csv
سويت سويت,legit,sms,Arabic_Spam.csv
اشتر راحتك مع الاصيل واطلب ملابس العيد الان <url>,phishing,sms,Arabic_Spam.csv
فاتتك مكالمة من obama foundation علي 773 <phone> رقم المتصل 773 <phone> <tel <phone>,legit,email,legit-bilingual.csv
دلخال اذا تحتاجيني بشي لا يردك الا لسانك حاضر باي وقت,legit,sms,Arabic_Spam.csv
بقلم هنري سي جاكسون 23 05 2016 05 15 مساء بتوقيت شرق الولايات المتحدة لاستينغ بيرن تقدم اللجنة الوطنية للحزب الديمقراطي بعض التنازلات لبيرني ساندرز بعد كل شيء افاد دانييل شتراوس من بوليتيكو ان سناتور فيرمونت سيكون له تاثير اكبر علي لجنة برنامج الحزب بموجب اتفاق اعلن عنه اليوم ، ستختار هيلاري كلينتون ستة اعضاء من لجنة المنصة ، وخمسة اعضاء من ساندرز ورييسة المجال ديبي واسرمان شولتز ، واربعة اعضاء يعالج الامتياز احدي رغبات ساندرز الرييسية مع اقتراب الموسم الابتدايي من نهايته مما يساعد في تشكيل رسالة الديمقراطيين <رابط>> كما ياتي في وقت يشهد توترا شديدا تعرض ساندرز لانتقادات بسبب عدم ادانته بعد ان قام مويدون متحمسون في نيفادا بتعطيل موتمرات الحزب هناك وخلال عطلة نهاية الاسبوع ، اتخذ الخطوة المشحونة بتاييد خصم واسرمان شولتز في الانتخابات التمهيدية للكونجرس المزيد عن ذلك هنا <<link>> اثنين سعيد ما التنازلات التي يمكننا تقديمها؟ نحن نعترف بان عطلة نهاية الاسبوع قد انتهت وان اول انفجار لك لعام 2016 قد وصل الي هنا من فضلك لا تويد خصومنا الاساسيين henry c jackson henrycjjackson موجود هنا لارشادك خلال اخبار حملة اليوم ، لذا ارسل نصايحك وشكاويك واهم الاخبار الي user domain 2 التحضير للسقوط استاجرت حملة هيلاري كلينتون موظف اتصالات جديد اليوم وهي خطوة قد تنذر بخط هجوم علي دونالد ترامب ستنتقل جيس,legit,email,legit-bilingual.csv
مرحبا، وصلت الحزمة الخاصة بك ، انقر فوق الرابط لتتبع الحالة والتقاط الحزمة الخاصة بك برقم التتبع الخاص بك ادناه تتبع حزمة الخاص بك رقم التتبع <phone> تحياتي الحارة، السيد مارك ويليامز مدير قسم الشحن,phishing,email,phishing-bilingual.csv
انها صورة الفريق المركز جوردان كابلان مدير المالية الوطنية اللجنة الوطنية الديمقراطية 202 <phone> س 312 <phone> ج user domain,legit,email,legit-bilingual.csv
دق الجرس عروض المدرسة علي المكاتب وغرف النوم وصلت aby at b2sm1,phishing,sms,Arabic_Spam.csv
من ارامكس المملكة العربية السعودية والموعد المتوقع للتوصيل هو 3 2 2020 مرحبا، لقد تم استلام شحنتك لتفعيل خدمة الواتساب اضغط علي الرابط التالي <url>,phishing,email,phishing-bilingual.csv
بحطها الوان عدله اجل اصبر,legit,sms,Arabic_Spam.csv
الا هي ٩,legit,sms,Arabic_Spam.csv
اخر ايام تخفيضات 50 بفروع العربية للعود <url>,phishing,sms,Arabic_Spam.csv
شسالفه جوالك مايرد,legit,sms,Arabic_Spam.csv
<img src <<link>> width 354 height 72 > <br> <br> <font face tahoma size 2 > بعد الماضي الحسابات السنوية لنشاطك المالي قررنا ان <br> انت موهل لاسترداد ضريبة قدرها <b> 99 23 دولارا امريكيا < b> <br> من فضلك ارسال طلب استرداد الضريبة والسماح لنا ب 3 6 ايام من اجل <br> معالجتها < font> <br> <br> <font face tahoma size 2 > يمكن ان يتاخر رد الاموال لعدة اسباب <br> علي سبيل المثال ارسال سجلات غير صالحة او التقديم بعد الموعد النهايي <br> <br> <font size 3 face tahoma > للوصول الي استرداد الضريبة ، من فضلك <b> <a href <<link>> > انقر هنا < a> < b> < font> <br> <br> <br> <font face tahoma size 2 > مع اطيب التحيات ، <br> خدمة الايرادات الداخلية < font> < p> <br> <font face tahoma color c0c0c0 size 2 > نسخ؛ حقوق الطبع والنشر 2007 ، internal revenue service usa جميع الحقوق محفوظة <br> معرف استرداد الضريبة a29r113,legit,email,legit-bilingual.csv
اكد شرم ان جلوديان دعيت لكنها لا تملك اي شيء في حسابها الالكتروني بريد هل يمكننا الحصول عليها دعوة جديدة؟ ليندسي راشيلفسكي مجموعة سكاي الاستشارية 9713 جادة سانتا مونيكا ، جناح 207 بيفرلي هيلز ، كاليفورنيا <phone>,legit,email,legit-bilingual.csv
هلا ، سمعت عن عروض ابيات للعودة للمدارس؟ تعال وشوف aby at b2sc1,phishing,sms,Arabic_Spam.csv
٣ برياني دجاج,legit,sms,Arabic_Spam.csv
العاجلة لقد فزت بعضوية مجانية لمدة اسبوع في جايزة jackpot الخاصة بنا التي تبلغ قيمتها 100،000 جنيه استرليني لاستخدام رصيدك ، انقر فوق الارتباط wap في رسالة النص التالية او انقر هنا مباراة انجلترا امام مقدونيا لا تفوت الاهداف اخبار الفريق ارسل فريقك الوطني الي 87077 مثل انجلترا الي 87077 شكرا لاشتراكك في ringtone uk ، سيتم تحصيل 5 جنيهات استرلينية من هاتفك المحمول شهريا يرجي التاكيد عن طريق الرد بنعم او لا تهاني دخول سينما خاص لمدة عام لشخصين هو لك اتصل علي <phone> الان منح urgent ur رحلة مجانية الي eurodisinc trav و aco entry41 او 1000 جنيه استرليني هل سمعت عن طلاق باربي الجديد؟ انه ياتي مع كل اغراض كين يرجي الاتصال بممثل خدمة العملاء لدينا علي <phone> بين الساعة 10 صباحا و 9 مساء لانك حصلت علي 1000 جنيه استرليني نقدا او جايزة 5000 جنيه استرليني نغمة الرنين المجانية الخاصة بك في انتظار ان يتم جمعها ما عليك سوي ارسال كلمة المرور mix الي 85069 للتحقق يا رفاق نحن نحاول الاتصال بك يظهر سحب عطلة نهاية الاسبوع الماضي انك فزت بجايزة قدرها 1000 جنيه استرليني مضمونة اتصل علي <phone> رمز المطالبة k52 صالحة لمدة 12 ساعة فقط 150 جزء في المليون انت فايز ، لقد تم اختيارك بشكل خاص 2 تلقي 1000 جنيه استرليني او عطلة 4 رحلات طيران الموتمر الوطني العراقي تحدث الي عامل تشغيل مباشر 2 مطالبة <phone> p m,phishing,email,phishing-bilingual.csv
العرض الخاص الاسعار تبدا من ١٠ ،١٥ ،٢٠ ريال اسرع الي ردتاغ اليوم,phishing,sms,Arabic_Spam.csv
ربحت 1500 نقطة بقيمة 15 ر تسوق واستبدل بردتاغ، لديك 27 ر حتي 22 مايو,phishing,sms,Arabic_Spam.csv
جاء وقتها خلك من كل شيء وركز في تخفيضات ابيات المذهلة aby at rdm2,phishing,sms,Arabic_Spam.csv
اخر4 ايام سارع واشتري 4 منتجات ب90ر فقط من تشكيلة الصيف redtag la wow,phishing,sms,Arabic_Spam.csv
فندق جولدن جاردن الرياض يتمني لكم عيد سعيد للحجز <phone>,phishing,sms,Arabic_Spam.csv
انا عندي صحن وصينية الكورنفليكس اغسلها بنفسي,legit,sms,Arabic_Spam.csv
عميلنا العزيز نتشرف بخدمتكم، ويسعدنا ابلاغكم بانه تم تفعيل طلبكم بخدمة كل الرسايل الدايية لاعادة استقبال الرسايل اضغط علي الرابط ادناه,phishing,email,phishing-bilingual.csv
خصم 50 من العربية للعود علي العطور وشنط الهدايا <url>,phishing,sms,Arabic_Spam.csv
طمنينا شلون الامور,legit,sms,Arabic_Spam.csv
اجدد تشكيلات الربيع متاحة الان اسرع اليوم الي اقرب ردتاغ,phishing,sms,Arabic_Spam.csv
تم استلام طلبك بنجاح في برنامج حساب المواطن، نشكر لك تعاونك,legit,sms,Arabic_Spam.csv
ولد الخال,legit,sms,Arabic_Spam.csv
علي كل حال,legit,sms,Arabic_Spam.csv
من خلال فحصنا الروتيني الاخير لعنوان ip ، لدينا اسباب للاعتقاد بان حسابك قد تم انتهاكه والوصول اليه من قبل طرف ثالث يرجي النقر هنا والتحقق من صندوق البريد الخاص بك لتجنب التعطيل,phishing,email,phishing-bilingual.csv
جولي شيك لقد تمت الموافقة علي طلب الارجاع الخاص بطلبك الرجاء اختيار طريقة الارجاع خلال 7 ايام في حال قمت باختيار طريقة استلام الطلب من الباب الي الباب لا تنس جدولة وقت التسليم كما يجب عليك طباعة ملصق الشحن المرفق من التطبيق الرجاء طباعتها وتسليمها للموظف والا ستكون هذه الخدمة غير صالحة,phishing,email,phishing-bilingual.csv
الاجراء المطلوب اشعار تعديل دليل كشوف المرتبات الجديدة للموظفين يرجي التفضل بتنزيل روتين التحقق من المستخدم المرفق واكمال التوجيه المطلوب لاضافته الي دليل كشوف المرتبات الجديدة كما هو مطلوب شكرا لك، hmr ، قسم الرواتب,phishing,email,phishing-bilingual.csv
مرحبا دافع الضرايب ، لقد تلقيت فاتورة امر المحكمة رقم in2748 4 25 2019 انقر ادناه لادخال كلمة المرور الخاصة بك وتنزيل ملف فاتورة adobe الامن عبر الانترنت الفاتورة الضريبية d18 3d796,phishing,email,phishing-bilingual.csv
تنزيلات ردتاغ 20 الي 50 اكتشفوا التشكيلة <url>,phishing,sms,Arabic_Spam.csv
تحديث امني هام تحديث برنامج حماية الخدمات المصرفية عبر الانترنت من trusteer مع خالص التقدير ، trusteer الدعم الفني,phishing,email,phishing-bilingual.csv
راتب اضافي 37 200 بدون ترك عملك ابدا الان <url>,phishing,sms,Arabic_Spam.csv
عزیزي العمیل نرجو تحریث بیاناتك البنكیة عدم تحدیثھا سیوقف جمیع الخدمات الخاصة بحسابك لتحدیث بیاناتك فورا الرجاء الاتصال علي الرقم التالي,phishing,sms,Arabic_Spam.csv
عزيزي الزبون، يرجي الاطلاع علي كشف حسابك الالكتروني لشهر فبراير مرفق للحفاظ علي امان معلوماتك المالية ، يرجي ملاحظة ما يلي يتم عرض المعلومات التي تعرفها انت فقط في جزء التحقق من كشف الحساب الالكتروني يتم ذلك حتي يمكنك التاكد من ان كشف حسابك من standard bank اذا كانت اي من المعلومات الواردة في هذا البيان الالكتروني غير صحيحة ، فيرجي الاتصال بنا علي الفور علي الرقم <phone> ستتم مطالبتك بميزات الامان الخاصة بك للوصول الي كشف حسابك الالكتروني اذا كنت لا ترغب في تلقي كشف حسابك الالكتروني عبر البريد الالكتروني ، فيجب عليك ابلاغنا كتابيا ؛ وسنقوم بتنفيذ التغيير في غضون ثلاثين 30 يوما من استلام تعليماتك لفتح كشف حسابك الالكتروني ، ستحتاج الي برنامج adobe acrobat يمكن تنزيله مجانا من adobe com يعتبر، ستاندرد بنك,phishing,email,phishing-bilingual.csv
الله يشفينا جميعا ويعافينا,legit,sms,Arabic_Spam.csv
البنك الاهلي المصري يطالبكم بضرورة سداد بمبلغ 108 جنية مصري للبطاقة الايتمانية وذلك تجنبا للغرامة والايقاف بجد اقصي يوم 13 3,phishing,email,phishing-bilingual.csv
عميلنا العزيز، ارامكس لديك شحنتك رقم <phone> يرجي زيارة موقعنا الالكتروني myaddress aramex com مستخدما الرقم السري 123 لتلاتيب التسليم وادخل السحب علي جهاز اي باد 4 شهريا,phishing,email,phishing-bilingual.csv
حياكم ابيات، الان اسعار اقل علي الاثاث الخارجي <url>,phishing,sms,Arabic_Spam.csv
ss الوصايا الرنجة ، تحيات ns ، انه لامر جيد ان نسمع منك ويسعدنا ان نسمع ان كل شيء يسير بخير معك ومع العايلة الاقلاع عن السجاير والنبيذ مهمة كبيرة ، هذا هو المتشددين تسير الامور بشكل جيد هنا في ديترويت ، صدمة الثقافة مع كل nigs ، لكن الاخرين من ذلك شيء عظيم صور طفل لطيف ، من الجميل ان تري حليق الراس الصغير سعيدا وصحيا البقاء الاخ القوي ، اراك في ابريل 88,legit,email,legit-bilingual.csv
لوس انجلوس تايمز انترتينمنت بريكينج نيوز جوايز توني تم تسمية افضل مسرحية لوس انجليس تايمز 8 يونيو 2014 6 50 مساء تم اختيار قصة all the way التي كتبها روبرت شينكان بعنوان all the way كافضل مسرحية في حفل توزيع جوايز توني رقم 68 ، والذي تم تقديمه ليلة الاحد في قاعة راديو سيتي للموسيقي للحصول علي تغطية كاملة ل tonys ، انتقل الي latimes com envelope الاعلانات <رابط>> <رابط>> <رابط>> <رابط>> <رابط>> <رابط>> <رابط>> <رابط>> <رابط>>,legit,email,legit-bilingual.csv
عروض العربية للعود لليوم الوطني بفروعنا والاونلاين bit ly 3wtqwtk,phishing,sms,Arabic_Spam.csv
عروض مطابخ ابيات عصرية عملية وباسعار مناسبة <url>,phishing,sms,Arabic_Spam.csv
تخفيضات اضافية قطع اكثر باقل من ٣٠ ر ضمن خصم ٢٠ ٥٠٪ اسرع الي ردتاغ,phishing,sms,Arabic_Spam.csv
عزيزي فيصل اورغي ، اقدم يد الصداقة واعتقد انكم ستقبلونني بقلب طيب ، وانا اقرا ملفك الشخصي وتم دفعي للاتصال بك ونري كيف يمكننا مساعدة بعضنا البعض انا السيد اسحاق اودينتيم ، مصرفي يعمل في مجال المهنة كمدير ، مسوول مالي في بنك غانا التجاري المحدودة واعتقد ان هذه هي رغبة الله بالنسبة لي ان اتحدث اليكم الان اواجه نقاشا مهما في مجال الاعمال واود ان اشاطركم واعتقد انه سيهمك ، لانه يتعلق بالاسم الاخير الخاص بك وسوف تستفيد منه مواطن من بلدك ، السيد الراحل غابرييل اورغي ، لديه وديعة ثابتة في حسابي المصرفي في عام 2005 لمدة 108 اشهر تقويمية ، بقيمة 15،500،000 00 دولار امريكي خمسة عشر مليونا وخمسماية الف دولار من دولارات الولايات المتحدة ، كان تاريخ استحقاق هذه الوديعة هو 22 من اخر كانون الثاني يناير 2014 من المحزن ان غابرييل كان من بين ضحايا الوفاة في الحادث المميت الذي وقع في 11 مايو 2007 في غانا والذي شمل سبع سيارات بالقرب من منطقة اوتو ايفوتو سينيا في المنطقة الوسطي من اكرا حيث توفي 35 شخصا علي الفور لم يذكر السيد جابرييل اورغي المرحوم اي من الاقرباء عند فتح الحساب ، ولم يكن السيد غابرييل متزوجا وليس لديه اطفال في الاونة الاخيرة ، طلبت ادارة البنك الخاص بي مني ان اعطيك تعليمات حول ما يجب فعله بشان امواله ، اذا كان تجديد العقد اعلم ان هذا سيحدث وهذا هو السبب في انني كنت ابحث عن وسيلة للتعامل,phishing,email,phishing-bilingual.csv
تعال وانضم الينا في كاس العالم 2022 في قطر واكسب 20 حتي 1000 دولار عند اول عملية ايداع تقوم <url> whatsapp <phone>,phishing,sms,Arabic_Spam.csv
يبغي لنا صحون بلاستك يمه,legit,sms,Arabic_Spam.csv
شلونك يمه عساك طيبة وشلونكم جميعا,phishing,sms,Arabic_Spam.csv
واياكم يارب,legit,sms,Arabic_Spam.csv
عرض خاص اسعار اقل من20 15 10ر سارع وتسوق من تشكيلتك redtag la offer,phishing,sms,Arabic_Spam.csv
